iter	Logloss
192	0.6090437157
193	0.6085049963
194	0.6081353516
195	0.6078062113
196	0.6075962716
197	0.6072889132
198	0.6070473034
199	0.6064016204
200	0.606131149
201	0.6057556814
202	0.6055973598
203	0.6053380882
204	0.6049825691
205	0.604297098
206	0.6038649715
207	0.603498212
208	0.6033793744
209	0.6028496876
210	0.6023365582
211	0.6021536434
212	0.6019659259
213	0.6014050154
214	0.600867831
215	0.6005963131
216	0.6003076269
217	0.5999644862
218	0.5997217497
219	0.5993810784
220	0.5992161667
221	0.5989686588
222	0.5988507488
223	0.5985608585
224	0.5982032014
225	0.5979422545
226	0.5977278328
227	0.5974204383
228	0.5971916834
229	0.596878502
230	0.5964794177
231	0.5962654508
232	0.5957313687
233	0.595279076
234	0.5950580784
235	0.5948307001
236	0.5946177641
237	0.5941117203
238	0.5937786525
239	0.5935064194
240	0.593242522
241	0.5930918078
242	0.5929230899
243	0.5926731532
244	0.5923408276
245	0.5921790228
246	0.5917731398
247	0.5916445431
248	0.5912756459
249	0.5910850502
250	0.5907838142
251	0.5904206467
252	0.5901083276
253	0.5897553195
254	0.5895619785
255	0.5891783494
256	0.5889143554
257	0.5887039547
258	0.5883406798
259	0.5880098857
260	0.5874323748
261	0.5871530742
262	0.5869663374
263	0.5866093523
264	0.5863137745
265	0.5859830088
266	0.5858347617
267	0.5854687119
268	0.5852351291
269	0.5848377742
270	0.5846962602
271	0.5844317515
272	0.5841111639
273	0.5838688928
274	0.5834840032
275	0.5832622101
276	0.5828078404
277	0.5826037735
278	0.5824493096
279	0.5821087868
280	0.5819604411
281	0.5816622723
282	0.5814824759
283	0.5811636279
284	0.5809086236
285	0.5805626141
286	0.5803774501
287	0.5800566619
288	0.5795922148
289	0.5794216132
290	0.5791942504
291	0.578999674
292	0.5787274014
293	0.5784327262
294	0.5781706683
295	0.577903541
296	0.5776652655
297	0.5774696434
298	0.5771993832
299	0.5768032517
300	0.5765174408
301	0.5759103016
302	0.5756738525
303	0.5754526055
304	0.5750954185
305	0.5747177403
306	0.5744133573
307	0.5738321051
308	0.5736256963
309	0.5734437757
310	0.5730535782
311	0.5728338089
312	0.5726663868
313	0.5724374248
314	0.5722294164
315	0.5719768194
316	0.5717319923
317	0.571422024
318	0.5712340266
319	0.5710973496
320	0.5708588495
321	0.5705850961
322	0.5703541171
323	0.5699769946
324	0.5696140532
325	0.5694716021
326	0.5692531638
327	0.5690831216
328	0.5687291998
329	0.5684614349
330	0.5680247731
331	0.5676032644
332	0.5673306777
333	0.5671128176
334	0.5669673901
335	0.5669006586
336	0.5665794414
337	0.566181099
338	0.5659512913
339	0.565526403
340	0.5652160519
341	0.5648514907
342	0.5644730487
343	0.5643292129
344	0.5639826125
345	0.5638416005
346	0.5634648835
347	0.5633439939
348	0.5630521024
349	0.5626801602
350	0.5624538119
351	0.5622526025
352	0.5620839663
353	0.5618650432
354	0.5616269725
355	0.5613997919
356	0.5612702957
357	0.56101155
358	0.5607751721
359	0.5605239113
360	0.5600732994
361	0.5595405912
362	0.5593208063
363	0.5591121591
364	0.5589339943
365	0.5586826143
366	0.5584918989
367	0.5581984833
368	0.5579856806
369	0.5577619586
370	0.5574547942
371	0.5572793415
372	0.5570636451
373	0.5568810745
374	0.5565621027
375	0.5563348085
376	0.556069316
377	0.5557671978
378	0.5555536447
379	0.5552032054
380	0.5549233672
381	0.5547304083
382	0.5545915519
383	0.5544041994
384	0.5541398355
385	0.5538189925
386	0.5536694806
387	0.5535592476
388	0.5532443805
389	0.5530059192
390	0.552546632
391	0.5523008775
392	0.5521295483
393	0.5519013426
394	0.5517279089
395	0.5515016763
396	0.5510837644
397	0.5508495072
398	0.5504949723
399	0.5500723523
400	0.5497759148
401	0.5496478096
402	0.5493709566
403	0.5492016193
404	0.5489763368
405	0.5488567441
406	0.5485720581
407	0.5483207951
408	0.5480241764
409	0.5477920997
410	0.5475337297
411	0.5472588984
412	0.5469622154
413	0.5466311773
414	0.5464355249
415	0.5461614098
416	0.5460330322
417	0.5458729271
418	0.5456093132
419	0.5454586419
420	0.5451681517
421	0.5450571234
422	0.544858014
423	0.5445999302
424	0.5443170127
425	0.5440596399
426	0.5437608514
427	0.5435342559
428	0.5431757118
429	0.5429447682
430	0.5427748106
431	0.542474835
432	0.5421324142
433	0.5418734732
434	0.5416232731
435	0.5413686665
436	0.5412338943
437	0.5410462926
438	0.5408216535
439	0.5405223081
440	0.540370854
441	0.5400941423
442	0.5398629389
443	0.53953267
444	0.5391365433
445	0.538994575
446	0.5387860262
447	0.5385716221
448	0.5381243992
449	0.5377957168
450	0.537590734
451	0.5374865246
452	0.537160715
453	0.5369862052
454	0.5367723574
455	0.5366333111
456	0.5364218888
457	0.5363346398
458	0.5360610092
459	0.5358637135
460	0.5357546993
461	0.5354751754
462	0.5352773375
463	0.535057873
464	0.5347680234
465	0.5345370064
466	0.5341942728
467	0.5339787176
468	0.5336148674
469	0.5333649217
470	0.5330789829
471	0.5329540057
472	0.5327618035
473	0.5326060067
474	0.5324358246
475	0.5321707402
476	0.5318354709
477	0.5315726639
478	0.5313257884
479	0.5310298053
480	0.5306371058
481	0.5304409676
482	0.5302752064
483	0.5300747403
484	0.5299123776
485	0.5297196554
486	0.5295509811
487	0.5293248633
488	0.5291490695
489	0.5289826729
490	0.5288768996
491	0.5286336842
492	0.528456823
493	0.5283536877
494	0.528060808
495	0.5278591276
496	0.5275317292
497	0.5273426241
498	0.5270700998
499	0.52676643
500	0.5265996974
501	0.5263659591
502	0.5261554072
503	0.5257395904
504	0.5255038427
505	0.5251660677
506	0.5248565376
507	0.5246005814
508	0.524413317
509	0.5241990502
510	0.5239687605
511	0.5237554484
512	0.5233707673
513	0.5231765771
514	0.5227386287
515	0.5225581154
516	0.5222669738
517	0.5221129882
518	0.5219758322
519	0.5216340855
520	0.5213838204
521	0.521175491
522	0.5211143435
523	0.5209901703
524	0.5207772153
525	0.520537452
526	0.5203424888
527	0.5200941905
528	0.5197856612
529	0.5195668826
530	0.5194440678
531	0.5191246599
532	0.5189629129
533	0.5187023502
534	0.5185286506
535	0.5182886133
536	0.5181143571
537	0.517785053
538	0.5175302037
539	0.5172629563
540	0.5170516806
541	0.516881524
542	0.5167620593
543	0.5165348809
544	0.5163787021
545	0.516079122
546	0.5158236989
547	0.5156605663
548	0.5154051722
549	0.5152135679
550	0.5147804833
551	0.5145938301
552	0.5144946672
553	0.5143743841
554	0.5141803327
555	0.5140319308
556	0.5137309818
557	0.5136025994
558	0.5134349737
559	0.5130915447
560	0.5128467855
561	0.512592437
562	0.5123494354
563	0.5121404634
564	0.5119849801
565	0.5118793827
566	0.5116615523
567	0.5114641705
568	0.5112333472
569	0.5111323225
570	0.5110113634
571	0.5107666917
572	0.5105999487
573	0.5104415855
574	0.5101508516
575	0.5099190886
576	0.509691907
577	0.5095497771
578	0.5094005221
579	0.5093225255
580	0.5090588947
581	0.5089347427
582	0.5086800529
583	0.5085579222
584	0.5084062761
585	0.5082446985
586	0.5080444226
587	0.5079085215
588	0.5078164353
589	0.5076434261
590	0.5075324628
591	0.507454404
592	0.507314158
593	0.5072344292
594	0.5069902939
595	0.5068985966
596	0.5067412896
597	0.5066505206
598	0.5064901802
599	0.5062633453
600	0.506115366
601	0.5058771979
602	0.5056490131
603	0.5054478475
604	0.5052718339
605	0.5050387036
606	0.5049097703
607	0.504686231
608	0.5045341281
609	0.5043146678
610	0.5040287424
611	0.5038581481
612	0.5035213403
613	0.5033646558
614	0.5032649908
615	0.5031197742
616	0.5029082012
617	0.5026005152
618	0.5022711838
619	0.5021387254
620	0.5019386712
621	0.5018272433
622	0.5016718542
623	0.5014323675
624	0.5013523196
625	0.5012004709
626	0.5009205858
627	0.5007017371
628	0.5005885294
629	0.5003726093
630	0.5001360294
631	0.4997819966
632	0.4994232392
633	0.4992818938
634	0.4991480814
635	0.4990407986
636	0.4986150961
637	0.498492908
638	0.4982480567
639	0.4980560612
640	0.497843852
641	0.4974757165
642	0.4970792507
643	0.4969289014
644	0.4968432626
645	0.496650125
646	0.4965415491
647	0.4963372623
648	0.496158834
649	0.4959398701
650	0.4957171789
651	0.4954974962
652	0.4953605744
653	0.495167778
654	0.4949886039
655	0.4948009407
656	0.4946661936
657	0.4945970713
658	0.4942608264
659	0.4940636594
660	0.4938249985
661	0.4936473761
662	0.4934367875
663	0.4933633846
664	0.4932515072
665	0.4929506368
666	0.4928648917
667	0.4927765615
668	0.4926183992
669	0.4925390763
670	0.4922793031
671	0.4920398943
672	0.4919454314
673	0.4917839156
674	0.4914663412
675	0.4913712283
676	0.4912031486
677	0.4909123902
678	0.490650366
679	0.4904663416
680	0.4903297268
681	0.4901218564
682	0.4900064698
683	0.4898200979
684	0.4896030279
685	0.489332678
686	0.4892562963
687	0.4890484585
688	0.4888653786
689	0.4887903239
690	0.4885853791
691	0.4884406308
692	0.4882453238
693	0.4879858214
694	0.4877463197
695	0.4875154789
696	0.4873817328
697	0.4872604631
698	0.4870592604
699	0.4868968839
700	0.4865680505
701	0.4863807369
702	0.4862669581
703	0.4861021326
704	0.4857805488
705	0.4856304298
706	0.4852438853
707	0.4851493111
708	0.4850174429
709	0.4847912054
710	0.4846415388
711	0.4845538841
712	0.4844974808
713	0.4843206572
714	0.4841511096
715	0.4837918845
716	0.4836709366
717	0.4836127178
718	0.4834537556
719	0.4832264436
720	0.4830817004
721	0.482887357
722	0.4827811639
723	0.4825390567
724	0.4823665707
725	0.482206504
726	0.48200456
727	0.4817871854
728	0.4816456486
729	0.4815279485
730	0.4813349527
731	0.4812947884
732	0.4812010755
733	0.481022365
734	0.4808534106
735	0.4805979458
736	0.4804563938
737	0.4803004091
738	0.4801163002
739	0.4799828025
740	0.479816471
741	0.4796495933
742	0.4794137902
743	0.4791475426
744	0.4788769855
745	0.4786949178
746	0.4785159817
747	0.4783893005
748	0.4781888556
749	0.478079003
750	0.4778777017
751	0.4776630937
752	0.4775998565
753	0.4774764394
754	0.4773797775
755	0.4772254593
756	0.4769308693
757	0.4767010252
758	0.4764404541
759	0.4762994501
760	0.4762142758
761	0.4759739531
762	0.4757039462
763	0.4756250041
764	0.4753240709
765	0.4751906787
766	0.475001421
767	0.4748634586
768	0.4747425893
769	0.4746346714
770	0.4745239715
771	0.4743469207
772	0.4742632935
773	0.4740198041
774	0.4739267509
775	0.4738099474
776	0.473591598
777	0.4734440589
778	0.4731690293
779	0.4730620071
780	0.4729671036
781	0.4728155783
782	0.4725864509
783	0.4724112411
784	0.4722490481
785	0.4719537117
786	0.4717736082
787	0.4716128922
788	0.4713002915
789	0.4710258295
790	0.470961593
791	0.4707530136
792	0.4705884839
793	0.4704181962
794	0.4701445837
795	0.4700208511
796	0.469799229
797	0.4697116827
798	0.4696069268
799	0.469460027
800	0.4693205442
801	0.4692265637
802	0.4688926936
803	0.4687758296
804	0.4685335072
805	0.4683571055
806	0.4680612338
807	0.4677597975
808	0.4675437056
809	0.4673102683
810	0.4671443281
811	0.4669214226
812	0.4668487435
813	0.4666895622
814	0.4663840204
815	0.4662867516
816	0.4661402934
817	0.4660431239
818	0.4658712005
819	0.4657247603
820	0.4654892259
821	0.4652725517
822	0.4651564251
823	0.4649926544
824	0.4648193394
825	0.4645887319
826	0.464455067
827	0.4642886834
828	0.4641852557
829	0.4638648327
830	0.4636837939
831	0.4634640586
832	0.4631233396
833	0.4629677234
834	0.4627546319
835	0.462411905
836	0.4621992524
837	0.4620184688
838	0.4618812797
839	0.4616674443
840	0.4615371951
841	0.4613852702
842	0.4612320053
843	0.4610777777
844	0.4609482421
845	0.4607668131
846	0.4606343788
847	0.4604207025
848	0.460315491
849	0.4601974702
850	0.4600999229
851	0.4599775141
852	0.4597893552
853	0.4595718453
854	0.4594461401
855	0.4592716082
856	0.4591714409
857	0.4589952491
858	0.4588008707
859	0.4585660841
860	0.4584952784
861	0.4584074789
862	0.4581285051
863	0.4580397891
864	0.4578976154
865	0.4576930583
866	0.457529699
867	0.4573596482
868	0.4572691755
869	0.4571428398
870	0.4569682629
871	0.4568455145
872	0.4567217533
873	0.4565642161
874	0.4563555411
875	0.4562167112
876	0.4561543812
877	0.4557973743
878	0.4557383802
879	0.4555457215
880	0.455450611
881	0.4552369767
882	0.4550216579
883	0.4548808024
884	0.4547345183
885	0.4546782172
886	0.4544325723
887	0.454234182
888	0.4541615579
889	0.4539783312
890	0.453816309
891	0.4537376332
892	0.4535062014
893	0.4533746868
894	0.4532496004
895	0.453028708
896	0.4528149848
897	0.4526467319
898	0.4522816875
899	0.4520702408
900	0.4519332834
901	0.451713871
902	0.4514727661
903	0.4513941509
904	0.4512149865
905	0.4511359611
906	0.4510066414
907	0.4508860039
908	0.450830049
909	0.4504457942
910	0.4503401726
911	0.4500902863
912	0.4498439251
913	0.4497170437
914	0.4495875883
915	0.4495353514
916	0.44940039
917	0.4491819125
918	0.4490365916
919	0.4489695257
920	0.4487427539
921	0.4486512253
922	0.4483043866
923	0.448179962
924	0.4480834833
925	0.4479660042
926	0.4478055815
927	0.4476912197
928	0.4474973141
929	0.4473738048
930	0.4472443391
931	0.4471041094
932	0.4470324553
933	0.4468368308
934	0.446696998
935	0.4464215418
936	0.4462709999
937	0.4461279325
938	0.4459774359
939	0.4457680357
940	0.445682238
941	0.4455921659
942	0.4453218023
943	0.4451659986
944	0.445076611
945	0.4448668622
946	0.4447641438
947	0.4446692526
948	0.44449509
949	0.444269808
950	0.4440623466
951	0.4438718328
952	0.4436809174
953	0.4434353342
954	0.4433706315
955	0.4432269049
956	0.4431154231
957	0.4429588215
958	0.442776459
959	0.4426883808
960	0.4425451895
961	0.4423550615
962	0.4422288908
963	0.442079533
964	0.441937017
965	0.4417541118
966	0.4414530495
967	0.4412847941
968	0.4411143075
969	0.4410021187
970	0.4408169979
971	0.4406487405
972	0.4405022587
973	0.440347113
974	0.440222305
975	0.4400196845
976	0.4399109878
977	0.4397846469
978	0.4396044397
979	0.4394185285
980	0.4393626294
981	0.4392252293
982	0.4390078777
983	0.438953593
984	0.4388281443
985	0.4387242098
986	0.4386137133
987	0.4383875335
988	0.4382199147
989	0.4381183043
990	0.4379683684
991	0.4376523053
992	0.4374502935
993	0.4372725201
994	0.4369760403
995	0.4367930593
996	0.4365937393
997	0.4363675291
998	0.4362815535
999	0.4361292965
1000	0.4358405069
1001	0.4355922963
1002	0.4354333543
1003	0.4351372052
1004	0.4349663482
1005	0.4348868435
1006	0.434751206
1007	0.4344697309
1008	0.4344123075
1009	0.4342238483
1010	0.4341282451
1011	0.4339814692
1012	0.4338490612
1013	0.4337750457
1014	0.4336641806
1015	0.4335500681
1016	0.4333821016
1017	0.433236861
1018	0.4330549744
1019	0.4329187009
1020	0.4327413852
1021	0.4325826521
1022	0.4324299408
1023	0.4322191197
1024	0.4321317927
1025	0.4320458979
1026	0.4319335593
1027	0.4318535926
1028	0.4317445634
1029	0.4316347658
1030	0.4315807093
1031	0.4313322557
1032	0.4311883644
1033	0.431017822
1034	0.4308622871
1035	0.4306383878
1036	0.4304968198
1037	0.4303707137
1038	0.4302776379
1039	0.4300980775
1040	0.4299558134
1041	0.4298599556
1042	0.4296110874
1043	0.4294373562
1044	0.4293178006
1045	0.4292124331
1046	0.429117334
1047	0.428913303
1048	0.4287726809
1049	0.4283950066
1050	0.428277116
1051	0.4281277689
1052	0.4280027502
1053	0.4278219296
1054	0.4276598347
1055	0.4274475144
1056	0.427319364
1057	0.4271324854
1058	0.4269678167
1059	0.4267957213
1060	0.4265151979
1061	0.4263213617
1062	0.4261366976
1063	0.4259760931
1064	0.4258390261
1065	0.4257209419
1066	0.4255568207
1067	0.4254163145
1068	0.4251682607
1069	0.424927254
1070	0.4247663728
1071	0.4246597829
1072	0.4245557153
1073	0.4244381004
1074	0.4243158426
1075	0.4241968971
1076	0.4241048277
1077	0.4238841058
1078	0.4237389665
1079	0.4236255551
1080	0.4235092717
1081	0.4233033394
1082	0.4232127256
1083	0.4231180151
1084	0.4229120269
1085	0.4227985225
1086	0.4226230927
1087	0.4224099833
1088	0.422321679
1089	0.4221658961
1090	0.4219338576
1091	0.4218457577
1092	0.4216911215
1093	0.4215028039
1094	0.4213691672
1095	0.4213040019
1096	0.4211985725
1097	0.4211095452
1098	0.4209288694
1099	0.4208247352
1100	0.4206778679
1101	0.4205578241
1102	0.4205022504
1103	0.4203875171
1104	0.4202138374
1105	0.420046789
1106	0.4199304234
1107	0.4197609944
1108	0.4195950934
1109	0.4193663944
1110	0.4192546575
1111	0.4189726262
1112	0.4188226047
1113	0.4186498705
1114	0.4184525331
1115	0.4182638736
1116	0.4181313217
1117	0.4180152632
1118	0.4179390259
1119	0.4178328979
1120	0.417726991
1121	0.4175484364
1122	0.4172921423
1123	0.4170899817
1124	0.4169532049
1125	0.4167778074
1126	0.4166263351
1127	0.4165109561
1128	0.4164379756
1129	0.4162762304
1130	0.4161779452
1131	0.4159826109
1132	0.4157419646
1133	0.4154276231
1134	0.4152483426
1135	0.4150873138
1136	0.4149434424
1137	0.4147244337
1138	0.4146007549
1139	0.4144824211
1140	0.4143596452
1141	0.4142516734
1142	0.4140953202
1143	0.4139393697
1144	0.4139007654
1145	0.4138021158
1146	0.4136362631
1147	0.4135559186
1148	0.4133977548
1149	0.4131357262
1150	0.4130603554
1151	0.4129395776
1152	0.4128309111
1153	0.4127189555
1154	0.4125938141
1155	0.412481458
1156	0.4122831695
1157	0.4121698123
1158	0.4120154669
1159	0.4117415621
1160	0.4115048899
1161	0.411400842
1162	0.4112265507
1163	0.410929962
1164	0.4108577111
1165	0.4107495291
1166	0.4106168389
1167	0.4104040729
1168	0.4103004121
1169	0.410117078
1170	0.4099374268
1171	0.4098126301
1172	0.4096466686
1173	0.4094675025
1174	0.4092521883
1175	0.4090747376
1176	0.4089631845
1177	0.4088519041
1178	0.4086951988
1179	0.4085360732
1180	0.4083128956
1181	0.4080268181
1182	0.4077786326
1183	0.4076550483
1184	0.4075049445
1185	0.4072178142
1186	0.4070499996
1187	0.406714649
1188	0.406591519
1189	0.4065232146
1190	0.4063805779
1191	0.4062827419
1192	0.4062165816
1193	0.4061028645
1194	0.4059344381
1195	0.4058238511
1196	0.4056222008
1197	0.4053931942
1198	0.4052176226
1199	0.4050678228
1200	0.4049339895
1201	0.4046660357
1202	0.4044780791
1203	0.4043135242
1204	0.4041854198
1205	0.4039786365
1206	0.4038398361
1207	0.4036533691
1208	0.4034482068
1209	0.403175684
1210	0.4030198992
1211	0.4029440104
1212	0.4028146358
1213	0.4026706824
1214	0.4025590241
1215	0.4024024227
1216	0.4023079324
1217	0.4021702725
1218	0.4020141133
1219	0.4018642248
1220	0.4017400823
1221	0.4016254264
1222	0.4014872106
1223	0.4013865784
1224	0.4013238593
1225	0.4012362444
1226	0.4011037243
1227	0.4009818643
1228	0.4008304329
1229	0.400659997
1230	0.4004959444
1231	0.4003689722
1232	0.4002143857
1233	0.3999905505
1234	0.3999246189
1235	0.399760109
1236	0.3996679947
1237	0.3995300247
1238	0.3994361067
1239	0.3993220241
1240	0.3992169446
1241	0.3990479415
1242	0.3988768077
1243	0.398698834
1244	0.3985663504
1245	0.3982987251
1246	0.3981812879
1247	0.3981248057
1248	0.3980408022
1249	0.3979614017
1250	0.3977541143
1251	0.397648335
1252	0.3974661559
1253	0.3973019135
1254	0.3972159751
1255	0.3970633667
1256	0.3969645097
1257	0.3968816712
1258	0.396745711
1259	0.3966198729
1260	0.3965433115
1261	0.3964550139
1262	0.3962927547
1263	0.3960930862
1264	0.3959449007
1265	0.3958914203
1266	0.3957450746
1267	0.3954881514
1268	0.3953929422
1269	0.3953386099
1270	0.3952218243
1271	0.3951292272
1272	0.3949407431
1273	0.3947884062
1274	0.3946731014
1275	0.3945761293
1276	0.3943547568
1277	0.3942410271
1278	0.3941444085
1279	0.3939465539
1280	0.3937526313
1281	0.3936189779
1282	0.3934924913
1283	0.3933259772
1284	0.3931931983
1285	0.3930107462
1286	0.392969327
1287	0.3928731117
1288	0.3928265769
1289	0.3926904661
1290	0.3926121941
1291	0.3924655943
1292	0.3923652806
1293	0.3921536861
1294	0.3921051732
1295	0.3920314195
1296	0.3919559336
1297	0.3918794331
1298	0.3917112656
1299	0.3916282427
1300	0.3915481403
1301	0.3914354772
1302	0.3913030014
1303	0.391197022
1304	0.3910997195
1305	0.3910306981
1306	0.3908832414
1307	0.390697005
1308	0.3905354753
1309	0.3904754882
1310	0.390382323
1311	0.3902068594
1312	0.3900268856
1313	0.3899439124
1314	0.3897941755
1315	0.3896509969
1316	0.3895365498
1317	0.3894630058
1318	0.3892907004
1319	0.3891586122
1320	0.3890097154
1321	0.3889613817
1322	0.3888816644
1323	0.3887240936
1324	0.3886578013
1325	0.3884994792
1326	0.38837671
1327	0.3882507629
1328	0.3881566978
1329	0.3879767987
1330	0.3878903176
1331	0.3877688786
1332	0.3877004248
1333	0.3875457738
1334	0.3874441583
1335	0.3873542372
1336	0.3871564394
1337	0.3870485021
1338	0.3869204228
1339	0.3867569788
1340	0.386602195
1341	0.3863591698
1342	0.3861180478
1343	0.3860244566
1344	0.3858556587
1345	0.3857311576
1346	0.3855608988
1347	0.3854437457
1348	0.3852457303
1349	0.385107994
1350	0.3850596001
1351	0.3850172494
1352	0.3847490834
1353	0.3846146149
1354	0.3844656669
1355	0.3842111428
1356	0.3841220334
1357	0.3839348218
1358	0.3837843389
1359	0.3836122718
1360	0.3835013415
1361	0.3834142372
1362	0.3832842456
1363	0.3831151223
1364	0.3828982376
1365	0.382796504
1366	0.382686935
1367	0.3825581968
1368	0.3824615701
1369	0.3822398883
1370	0.38212138
1371	0.3819586257
1372	0.381717025
1373	0.3815964841
1374	0.3814805278
1375	0.3813166316
1376	0.3812553263
1377	0.3811478982
1378	0.3810361823
1379	0.3809419169
1380	0.3808405821
1381	0.3807585024
1382	0.3806693518
1383	0.380460927
1384	0.3803061751
1385	0.380084718
1386	0.3799855435
1387	0.3797906387
1388	0.3796890323
1389	0.3795250643
1390	0.3794390726
1391	0.3793568171
1392	0.3792359458
1393	0.3790303142
1394	0.3789107931
1395	0.3786943783
1396	0.3785778188
1397	0.3784243527
1398	0.3783052256
1399	0.3782298389
1400	0.3780961649
1401	0.377941686
1402	0.3777995453
1403	0.3776002213
1404	0.377422252
1405	0.3772667371
1406	0.377145599
1407	0.3769828312
1408	0.3768657943
1409	0.3767151918
1410	0.3765305591
1411	0.3763202653
1412	0.3762219969
1413	0.3760384613
1414	0.3758899943
1415	0.3757543026
1416	0.3754742715
1417	0.3752315331
1418	0.375055357
1419	0.3749909825
1420	0.3749297476
1421	0.3747913534
1422	0.3746966073
1423	0.3745938649
1424	0.3744694961
1425	0.3742241304
1426	0.3740552923
1427	0.3738790113
1428	0.3736382709
1429	0.3734955916
1430	0.3734103499
1431	0.3733558914
1432	0.3732413385
1433	0.3731259592
1434	0.3729941638
1435	0.3729133224
1436	0.3728166704
1437	0.3726120712
1438	0.3724531571
1439	0.3723568539
1440	0.3721114452
1441	0.3720432466
1442	0.37197297
1443	0.3718126993
1444	0.371657401
1445	0.3715773979
1446	0.3714491934
1447	0.3713337791
1448	0.3711956464
1449	0.3710375097
1450	0.3709429411
1451	0.3708643673
1452	0.3707874618
1453	0.3707093195
1454	0.3705783619
1455	0.3705136247
1456	0.3704080147
1457	0.3703530862
1458	0.3702623302
1459	0.3701840722
1460	0.3700232943
1461	0.3698585229
1462	0.3698009332
1463	0.369642989
1464	0.3695402389
1465	0.3693006717
1466	0.3691001365
1467	0.3690089695
1468	0.3688925547
1469	0.3687977226
1470	0.3686755338
1471	0.3684886086
1472	0.3683570325
1473	0.3682141741
1474	0.3680776544
1475	0.3679484325
1476	0.3677496555
1477	0.3676001526
1478	0.367450699
1479	0.3672877684
1480	0.3671866768
1481	0.3669749676
1482	0.3669012816
1483	0.3668523822
1484	0.3666521073
1485	0.3665449261
1486	0.3663734551
1487	0.3661814117
1488	0.3660460951
1489	0.3658736566
1490	0.365801227
1491	0.3656783361
1492	0.3655601733
1493	0.3654614186
1494	0.3652364671
1495	0.3650511023
1496	0.3649445966
1497	0.3647176299
1498	0.3645936093
1499	0.3644275799
1500	0.3642605413
1501	0.3641921642
1502	0.3640295767
1503	0.3639412036
1504	0.3637841959
1505	0.3636992963
1506	0.3635886267
1507	0.3634690651
1508	0.3633643673
1509	0.3632534178
1510	0.3632036034
1511	0.3631155672
