iter	Logloss
0	0.5112935197
1	0.3846565274
2	0.2978116547
3	0.2309294334
4	0.181022728
5	0.1486823676
6	0.1253961896
7	0.1085371505
8	0.09617787189
9	0.08664236978
10	0.07915639588
11	0.07378697245
12	0.068980703
13	0.06479842642
14	0.06171190148
15	0.05934496154
16	0.05777056451
17	0.05636217659
18	0.05526694718
19	0.05410969746
20	0.05348238991
21	0.05267835679
22	0.05210770806
23	0.05166838372
24	0.0513292748
25	0.05094743997
26	0.05058335218
27	0.05034662653
28	0.05005187653
29	0.0497163841
30	0.04959621169
31	0.04937073726
32	0.0491430341
33	0.0488725578
34	0.04870621826
35	0.04856647822
36	0.04845815746
37	0.04836661717
38	0.04826991465
39	0.04814831718
40	0.04802728124
41	0.04792832188
42	0.04785210587
43	0.04780048
44	0.04770850823
45	0.04765083601
46	0.0475243276
47	0.04744846676
48	0.04733576444
49	0.04725695269
50	0.04716102988
51	0.04711876524
52	0.04707025933
53	0.04697107299
54	0.0468903001
55	0.0468228035
56	0.04678398147
57	0.04673015798
58	0.04668635629
59	0.04662164495
60	0.04657079005
61	0.0464912243
62	0.04645747124
63	0.04641939301
64	0.04639850936
65	0.04638454315
66	0.04630198972
67	0.04626958588
68	0.04623821703
69	0.04618673577
70	0.04615344064
71	0.04609643997
72	0.0460625294
73	0.04600543739
74	0.04595651191
75	0.04592213154
76	0.04589578506
77	0.04584160019
78	0.04579646033
79	0.04576213988
80	0.04574067656
81	0.04569197335
82	0.04565615907
83	0.04560175174
84	0.04557114646
85	0.04553640287
86	0.04552834868
87	0.04549249368
88	0.04544204706
89	0.04539083433
90	0.04536028758
91	0.04531849302
92	0.04528011714
93	0.04525453597
94	0.0452247099
95	0.04519506841
96	0.04516870117
97	0.04513786833
98	0.04509944493
99	0.04505792067
100	0.04501993781
101	0.04499882356
102	0.04495957782
103	0.04490526714
104	0.04485884666
105	0.04483635335
106	0.04477828196
107	0.04476181768
108	0.04475278979
109	0.04472675838
110	0.04471036997
111	0.04467334118
112	0.04462925259
113	0.0446069025
114	0.04457697807
115	0.04454613215
116	0.04449537301
117	0.04446616048
118	0.04444286886
119	0.04439951938
120	0.04436537252
121	0.04434005305
122	0.0443061129
123	0.04427292639
124	0.04425053583
125	0.04422209353
126	0.04419044305
127	0.0441526135
128	0.04410635261
129	0.04408836711
130	0.04406902049
131	0.04403425989
132	0.04400277351
133	0.04399147889
134	0.04397368259
135	0.04395555635
136	0.04392772566
137	0.04390779452
138	0.04388573951
139	0.04384676621
140	0.04383223168
141	0.0438003275
142	0.04378416405
143	0.04374595511
144	0.04370897163
145	0.04367931346
146	0.04364873182
147	0.0436045955
148	0.04356946034
149	0.0435548092
150	0.04352169053
151	0.04349080523
152	0.04347402442
153	0.04346061364
154	0.0434275477
155	0.04340055111
156	0.0433715997
157	0.04334965006
158	0.04332656436
159	0.04329714446
160	0.04327512347
161	0.04325402684
162	0.04323147601
163	0.0432160551
164	0.04319735703
165	0.04317371786
166	0.04316027789
167	0.04314396772
168	0.04312377665
169	0.04310451319
170	0.04307519536
