iter	Passed	Remaining
371	5532	9339
372	5548	9327
373	5564	9314
374	5579	9299
375	5595	9286
376	5611	9273
377	5625	9257
378	5638	9239
379	5652	9222
380	5667	9207
381	5686	9199
382	5704	9189
383	5719	9174
384	5733	9158
385	5747	9142
386	5761	9126
387	5777	9112
388	5793	9100
389	5808	9084
390	5821	9067
391	5833	9048
392	5847	9031
393	5860	9013
394	5874	8997
395	5888	8981
396	5902	8964
397	5915	8947
398	5928	8929
399	5942	8913
400	5956	8897
401	5970	8880
402	5982	8862
403	5994	8843
404	6008	8826
405	6021	8810
406	6037	8796
407	6051	8780
408	6065	8764
409	6077	8745
410	6090	8728
411	6103	8711
412	6117	8694
413	6131	8679
414	6144	8661
415	6157	8644
416	6171	8627
417	6185	8611
418	6199	8596
419	6212	8578
420	6223	8559
421	6237	8542
422	6252	8528
423	6266	8512
424	6278	8494
425	6291	8477
426	6304	8460
427	6318	8443
428	6332	8428
429	6345	8411
430	6357	8392
431	6370	8375
432	6382	8357
433	6396	8342
434	6411	8327
435	6425	8312
436	6437	8294
437	6450	8276
438	6463	8259
439	6477	8243
440	6489	8226
441	6502	8209
442	6516	8193
443	6529	8176
444	6544	8161
445	6559	8148
446	6573	8132
447	6586	8115
448	6599	8099
449	6613	8083
450	6628	8068
451	6641	8051
452	6654	8035
453	6668	8019
454	6681	8003
455	6694	7986
456	6708	7970
457	6721	7954
458	6735	7938
459	6748	7922
460	6760	7904
461	6774	7888
462	6788	7873
463	6802	7857
464	6815	7841
465	6827	7824
466	6840	7807
467	6854	7791
468	6868	7776
469	6881	7759
470	6894	7743
471	6907	7726
472	6920	7710
473	6934	7694
474	6949	7680
475	6964	7666
476	6976	7649
477	6989	7632
478	7002	7616
479	7015	7599
480	7029	7584
481	7043	7569
482	7056	7553
483	7069	7536
484	7081	7519
485	7095	7504
486	7110	7489
487	7122	7473
488	7136	7457
489	7150	7442
490	7163	7426
491	7177	7411
492	7191	7395
493	7204	7379
494	7216	7362
495	7229	7346
496	7246	7333
497	7259	7317
498	7272	7301
499	7284	7284
500	7297	7268
501	7311	7252
502	7326	7238
503	7342	7225
504	7355	7209
505	7369	7194
506	7382	7178
507	7396	7163
508	7410	7148
509	7426	7135
510	7442	7121
511	7455	7105
512	7467	7088
513	7479	7072
514	7492	7055
515	7506	7040
516	7520	7025
517	7532	7009
518	7545	6992
519	7557	6976
520	7570	6960
521	7586	6946
522	7601	6932
523	7614	6917
524	7629	6902
525	7641	6886
526	7654	6870
527	7670	6856
528	7683	6840
529	7695	6824
530	7708	6808
531	7720	6792
532	7734	6776
533	7747	6761
534	7762	6746
535	7775	6730
536	7787	6713
537	7799	6697
538	7815	6684
539	7830	6670
540	7845	6656
541	7857	6639
542	7871	6624
543	7884	6609
544	7899	6594
545	7913	6579
546	7926	6564
547	7938	6547
548	7951	6531
549	7964	6516
550	7978	6501
551	7991	6485
552	8004	6470
553	8017	6454
554	8031	6439
555	8045	6424
556	8059	6409
557	8071	6393
558	8083	6377
559	8096	6361
560	8109	6345
561	8123	6331
562	8136	6315
563	8149	6299
564	8161	6283
565	8175	6268
566	8189	6253
567	8202	6238
568	8215	6223
569	8228	6207
570	8241	6192
571	8254	6176
572	8268	6161
573	8282	6147
574	8295	6131
575	8308	6116
576	8321	6100
577	8335	6085
578	8349	6070
579	8363	6055
580	8375	6040
581	8387	6024
582	8400	6008
583	8414	5993
584	8429	5979
585	8444	5965
586	8458	5951
587	8472	5936
588	8484	5920
589	8497	5905
590	8512	5891
591	8525	5875
592	8538	5860
593	8551	5845
594	8563	5829
595	8578	5814
596	8592	5800
597	8605	5785
598	8618	5769
599	8631	5754
600	8644	5739
601	8659	5724
602	8673	5710
603	8686	5695
604	8699	5679
605	8712	5664
606	8726	5649
607	8739	5634
608	8753	5620
609	8766	5605
610	8779	5589
611	8792	5574
612	8806	5559
613	8821	5545
614	8834	5530
615	8848	5516
616	8861	5500
617	8873	5485
618	8887	5470
619	8901	5455
620	8915	5441
621	8929	5426
622	8942	5411
623	8956	5396
624	8970	5382
625	8984	5367
626	8997	5352
627	9011	5338
628	9024	5323
629	9037	5307
630	9050	5292
631	9064	5278
632	9078	5263
633	9092	5248
634	9104	5233
635	9117	5218
636	9132	5204
637	9145	5189
638	9158	5173
639	9170	5158
640	9182	5142
641	9197	5128
642	9211	5114
643	9224	5099
644	9237	5084
645	9250	5069
646	9264	5054
647	9277	5039
648	9290	5024
649	9305	5010
650	9318	4995
651	9331	4980
652	9347	4966
653	9359	4951
654	9374	4937
655	9387	4922
656	9399	4907
657	9413	4892
658	9426	4877
659	9439	4862
660	9452	4847
661	9466	4833
662	9478	4817
663	9492	4803
664	9504	4788
665	9518	4773
666	9532	4759
667	9545	4744
668	9557	4728
669	9571	4714
670	9584	4699
671	9596	4684
672	9610	4669
673	9623	4654
674	9636	4639
675	9649	4625
676	9662	4609
677	9674	4594
678	9688	4580
679	9703	4566
680	9715	4551
681	9728	4536
682	9741	4521
683	9754	4506
684	9767	4491
685	9780	4476
686	9793	4462
687	9807	4447
688	9820	4432
689	9835	4418
690	9849	4404
691	9862	4389
692	9875	4374
693	9888	4359
694	9900	4344
695	9914	4330
696	9928	4316
697	9942	4301
698	9955	4287
699	9968	4272
700	9982	4257
701	9997	4244
702	10012	4229
703	10025	4215
704	10037	4200
705	10050	4185
706	10063	4170
707	10078	4156
708	10092	4142
709	10105	4127
710	10118	4112
711	10131	4097
712	10145	4083
713	10160	4069
714	10172	4054
715	10186	4040
716	10198	4025
717	10213	4011
718	10226	3996
719	10239	3982
720	10252	3967
721	10266	3952
722	10279	3938
723	10293	3923
724	10307	3909
725	10321	3895
726	10333	3880
727	10347	3865
728	10360	3851
729	10374	3837
730	10388	3822
731	10401	3808
732	10413	3793
733	10426	3778
734	10440	3764
735	10453	3749
736	10466	3734
737	10479	3720
738	10491	3705
739	10504	3690
740	10517	3676
741	10530	3661
742	10543	3646
743	10557	3632
744	10571	3618
745	10585	3604
746	10598	3589
747	10611	3574
748	10623	3560
749	10636	3545
750	10650	3531
751	10664	3517
752	10677	3502
753	10691	3488
754	10703	3473
755	10716	3458
756	10729	3444
757	10742	3429
758	10755	3415
759	10768	3400
760	10781	3386
761	10794	3371
762	10808	3357
763	10823	3343
764	10836	3328
765	10849	3314
766	10861	3299
767	10875	3285
768	10889	3271
769	10904	3257
770	10917	3242
771	10930	3228
772	10942	3213
773	10955	3199
774	10969	3184
775	10984	3170
776	10997	3156
777	11009	3141
778	11022	3127
779	11036	3112
780	11051	3099
781	11066	3084
782	11079	3070
783	11092	3056
784	11105	3041
785	11119	3027
786	11132	3012
787	11146	2998
788	11161	2984
789	11175	2970
790	11188	2956
791	11200	2941
792	11212	2926
793	11226	2912
794	11239	2898
795	11251	2883
796	11265	2869
797	11278	2854
798	11292	2840
799	11306	2826
800	11319	2812
801	11332	2797
802	11345	2783
803	11358	2768
804	11370	2754
805	11386	2740
806	11401	2726
807	11414	2712
808	11426	2697
809	11439	2683
810	11452	2669
811	11467	2655
812	11480	2640
813	11492	2626
814	11505	2611
815	11519	2597
816	11533	2583
817	11546	2569
818	11559	2554
819	11572	2540
820	11586	2526
821	11601	2512
822	11614	2497
823	11627	2483
824	11641	2469
825	11654	2455
826	11667	2440
827	11680	2426
828	11693	2412
829	11707	2397
830	11720	2383
831	11733	2369
832	11746	2354
833	11761	2341
834	11774	2326
835	11787	2312
836	11800	2298
837	11813	2283
838	11826	2269
839	11841	2255
840	11855	2241
841	11868	2227
842	11880	2212
843	11893	2198
844	11905	2183
845	11919	2169
846	11934	2155
847	11948	2141
848	11961	2127
849	11974	2113
850	11987	2098
851	12002	2084
852	12017	2071
853	12031	2056
854	12044	2042
855	12056	2028
856	12069	2013
857	12084	1999
858	12098	1985
859	12111	1971
860	12124	1957
861	12137	1943
862	12150	1928
863	12164	1914
864	12180	1901
865	12195	1887
866	12209	1872
867	12222	1858
868	12234	1844
869	12247	1830
870	12263	1816
871	12278	1802
872	12292	1788
873	12305	1773
874	12317	1759
875	12329	1745
876	12342	1731
877	12356	1716
878	12370	1702
879	12382	1688
880	12395	1674
881	12408	1660
882	12422	1646
883	12436	1631
884	12448	1617
885	12462	1603
886	12474	1589
887	12487	1575
888	12501	1560
889	12514	1546
890	12527	1532
891	12540	1518
892	12552	1504
893	12565	1489
894	12578	1475
895	12593	1461
896	12608	1447
897	12621	1433
898	12634	1419
899	12646	1405
900	12659	1391
901	12672	1376
902	12684	1362
903	12696	1348
904	12710	1334
905	12724	1320
906	12736	1305
907	12749	1291
908	12762	1277
909	12775	1263
910	12788	1249
911	12801	1235
912	12815	1221
913	12828	1207
914	12841	1192
915	12853	1178
916	12866	1164
917	12879	1150
918	12892	1136
919	12905	1122
920	12918	1108
921	12931	1094
922	12946	1080
923	12959	1065
924	12972	1051
925	12985	1037
926	12999	1023
927	13011	1009
928	13027	995
929	13040	981
930	13054	967
931	13065	953
932	13079	939
933	13092	925
934	13107	911
935	13122	897
936	13135	883
937	13148	869
938	13161	854
939	13174	840
940	13188	826
941	13205	813
942	13219	799
943	13232	784
944	13244	770
945	13257	756
946	13272	742
947	13286	728
948	13299	714
949	13312	700
950	13325	686
951	13339	672
952	13352	658
953	13366	644
954	13379	630
955	13391	616
956	13404	602
957	13416	588
958	13430	574
959	13445	560
960	13460	546
961	13474	532
962	13487	518
963	13499	504
964	13512	490
965	13526	476
966	13539	462
967	13552	448
968	13564	433
969	13576	419
970	13589	405
971	13602	391
972	13615	377
973	13627	363
974	13640	349
975	13654	335
976	13668	321
977	13683	307
978	13698	293
979	13711	279
980	13723	265
981	13737	251
982	13751	237
983	13767	223
984	13780	209
985	13793	195
986	13806	181
987	13820	167
988	13834	153
989	13848	139
990	13862	125
991	13875	111
992	13890	97
993	13905	83
994	13919	69
995	13932	55
996	13945	41
997	13958	27
998	13970	13
999	13984	0
